game_id,week,home_team_id,home_conference_id,away_team_id,away_conference_id,Conference
1,3,16,7,116,9,FALSE
1,3,17,6,18,9,FALSE
1,3,19,7,43,4,FALSE
1,3,20,5,71,8,FALSE
1,3,21,1,102,10,FALSE
1,3,22,2,62,4,FALSE
1,3,24,9,54,10,FALSE
1,3,25,8,90,4,FALSE
1,3,26,1,53,2,FALSE
1,3,27,2,28,1,FALSE
1,3,29,7,30,5,FALSE
1,3,31,10,58,1,FALSE
1,3,32,5,125,9,FALSE
1,3,33,2,35,10,FALSE
1,3,34,8,49,6,FALSE
1,3,36,11,39,8,FALSE
1,3,37,11,95,10,FALSE
1,3,40,1,106,3,FALSE
1,3,41,4,91,8,FALSE
1,3,42,4,44,3,FALSE
1,3,45,3,47,7,FALSE
1,3,48,10,56,4,FALSE
1,3,50,5,72,6,FALSE
1,3,51,11,57,6,FALSE
1,3,52,11,113,9,FALSE
1,3,59,2,60,7,FALSE
1,3,61,4,115,9,FALSE
1,3,63,5,64,4,FALSE
1,3,65,10,101,1,FALSE
1,3,66,10,67,1,FALSE
1,3,69,4,70,8,FALSE
1,3,73,7,96,1,FALSE
1,3,74,2,92,8,FALSE
1,3,75,5,94,11,FALSE
1,3,76,4,80,3,FALSE
1,3,77,6,103,3,FALSE
1,3,79,4,81,3,FALSE
1,3,82,5,83,10,FALSE
1,3,85,9,86,4,FALSE
1,3,88,4,130,8,FALSE
1,3,89,5,93,1,FALSE
1,3,97,5,114,8,FALSE
1,3,98,9,99,2,FALSE
1,3,104,10,107,7,FALSE
1,3,108,11,110,1,FALSE
1,3,111,5,112,1,FALSE
1,3,117,8,118,5,FALSE
1,3,119,5,128,7,FALSE
1,3,120,10,121,2,FALSE
1,3,122,2,126,3,FALSE
1,3,123,2,124,9,FALSE
1,3,127,5,129,4,FALSE
1,5,1,8,117,8,TRUE
1,5,2,7,73,7,TRUE
1,5,3,10,120,10,TRUE
1,5,4,11,108,11,TRUE
1,5,5,9,115,9,TRUE
1,5,6,9,98,9,TRUE
1,5,7,10,54,10,TRUE
1,5,8,11,105,11,TRUE
1,5,9,6,57,6,TRUE
1,5,10,10,65,10,TRUE
1,5,11,7,19,7,TRUE
1,5,12,3,46,3,TRUE
1,5,13,8,114,8,TRUE
1,5,14,2,59,2,TRUE
1,5,15,7,107,7,TRUE
1,5,16,7,128,7,TRUE
1,5,17,6,72,6,TRUE
1,5,18,9,116,9,TRUE
1,5,20,5,97,5,TRUE
1,5,21,1,96,1,TRUE
1,5,22,2,87,2,TRUE
1,5,23,11,51,11,TRUE
1,5,24,9,124,9,TRUE
1,5,25,8,130,8,TRUE
1,5,26,1,28,1,TRUE
1,5,27,2,68,2,TRUE
1,5,29,7,47,7,TRUE
1,5,30,5,32,5,TRUE
1,5,31,10,102,10,TRUE
1,5,33,2,122,2,TRUE
1,5,34,8,70,8,TRUE
1,5,35,10,66,10,TRUE
1,5,36,11,94,11,TRUE
1,5,37,11,52,11,TRUE
1,5,38,2,53,2,TRUE
1,5,39,8,71,8,TRUE
1,5,40,1,112,1,TRUE
1,5,41,4,56,4,TRUE
1,5,42,4,88,4,TRUE
1,5,43,4,61,4,TRUE
1,5,44,3,103,3,TRUE
1,5,45,3,100,3,TRUE
1,5,48,10,95,10,TRUE
1,5,49,6,77,6,TRUE
1,5,50,5,55,5,TRUE
1,5,58,1,109,1,TRUE
1,5,60,7,78,7,TRUE
1,5,62,4,69,4,TRUE
1,5,63,5,75,5,TRUE
1,5,64,4,76,4,TRUE
1,5,67,1,93,1,TRUE
1,5,74,2,123,2,TRUE
1,5,79,4,86,4,TRUE
1,5,80,3,81,3,TRUE
1,5,82,5,118,5,TRUE
1,5,83,10,104,10,TRUE
1,5,84,9,125,9,TRUE
1,5,85,9,113,9,TRUE
1,5,89,5,127,5,TRUE
1,5,90,4,129,4,TRUE
1,5,91,8,92,8,TRUE
1,5,99,2,121,2,TRUE
1,5,101,1,110,1,TRUE
1,5,106,3,126,3,TRUE
1,5,111,5,119,5,TRUE
1,6,1,8,114,8,TRUE
1,6,2,7,19,7,TRUE
1,6,3,10,66,10,TRUE
1,6,4,11,37,11,TRUE
1,6,5,9,24,9,TRUE
1,6,6,9,85,9,TRUE
1,6,8,11,51,11,TRUE
1,6,13,8,117,8,TRUE
1,6,14,2,33,2,TRUE
1,6,18,9,113,9,TRUE
1,6,22,2,59,2,TRUE
1,6,25,8,39,8,TRUE
1,6,27,2,99,2,TRUE
1,6,29,7,73,7,TRUE
1,6,32,5,75,5,TRUE
1,6,36,11,105,11,TRUE
1,6,44,3,45,3,TRUE
1,6,47,7,78,7,TRUE
1,6,48,10,102,10,TRUE
1,6,49,6,72,6,TRUE
1,6,50,5,89,5,TRUE
1,6,52,11,94,11,TRUE
1,6,56,4,61,4,TRUE
1,6,58,1,67,1,TRUE
1,6,60,7,128,7,TRUE
1,6,62,4,88,4,TRUE
1,6,65,10,120,10,TRUE
1,6,69,4,129,4,TRUE
1,6,70,8,130,8,TRUE
1,6,80,3,103,3,TRUE
1,6,95,10,104,10,TRUE
1,6,96,1,110,1,TRUE
1,6,97,5,111,5,TRUE
1,6,100,3,106,3,TRUE
1,6,115,9,124,9,TRUE
1,6,116,9,125,9,TRUE
1,6,119,5,127,5,TRUE
1,7,2,7,16,7,TRUE
1,7,3,10,83,10,TRUE
1,7,4,11,52,11,TRUE
1,7,5,9,18,9,TRUE
1,7,6,9,124,9,TRUE
1,7,7,10,10,10,TRUE
1,7,8,11,23,11,TRUE
1,7,9,6,72,6,TRUE
1,7,11,7,15,7,TRUE
1,7,12,3,126,3,TRUE
1,7,13,8,34,8,TRUE
1,7,14,2,121,2,TRUE
1,7,17,6,49,6,TRUE
1,7,19,7,47,7,TRUE
1,7,20,5,111,5,TRUE
1,7,21,1,101,1,TRUE
1,7,22,2,123,2,TRUE
1,7,24,9,84,9,TRUE
1,7,26,1,67,1,TRUE
1,7,27,2,38,2,TRUE
1,7,28,1,110,1,TRUE
1,7,30,5,118,5,TRUE
1,7,31,10,120,10,TRUE
1,7,33,2,53,2,TRUE
1,7,35,10,104,10,TRUE
1,7,36,11,37,11,TRUE
1,7,39,8,91,8,TRUE
1,7,40,1,93,1,TRUE
1,7,41,4,86,4,TRUE
1,7,42,4,76,4,TRUE
1,7,43,4,62,4,TRUE
1,7,44,3,46,3,TRUE
1,7,48,10,54,10,TRUE
1,7,50,5,127,5,TRUE
1,7,51,11,94,11,TRUE
1,7,55,5,63,5,TRUE
1,7,57,6,77,6,TRUE
1,7,59,2,68,2,TRUE
1,7,64,4,79,4,TRUE
1,7,65,10,102,10,TRUE
1,7,66,10,95,10,TRUE
1,7,69,4,90,4,TRUE
1,7,71,8,117,8,TRUE
1,7,73,7,107,7,TRUE
1,7,74,2,99,2,TRUE
1,7,75,5,82,5,TRUE
1,7,78,7,128,7,TRUE
1,7,80,3,106,3,TRUE
1,7,81,3,100,3,TRUE
1,7,85,9,125,9,TRUE
1,7,87,2,122,2,TRUE
1,7,88,4,129,4,TRUE
1,7,92,8,130,8,TRUE
1,7,98,9,113,9,TRUE
1,7,105,11,108,11,TRUE
1,7,109,1,112,1,TRUE
1,7,115,9,116,9,TRUE
1,8,1,8,92,8,TRUE
1,8,4,11,94,11,TRUE
1,8,5,9,84,9,TRUE
1,8,6,9,18,9,TRUE
1,8,7,10,120,10,TRUE
1,8,9,6,77,6,TRUE
1,8,10,10,54,10,TRUE
1,8,11,7,16,7,TRUE
1,8,12,3,45,3,TRUE
1,8,13,8,25,8,TRUE
1,8,14,2,53,2,TRUE
1,8,21,1,112,1,TRUE
1,8,22,2,99,2,TRUE
1,8,23,11,37,11,TRUE
1,8,24,9,85,9,TRUE
1,8,26,1,109,1,TRUE
1,8,27,2,122,2,TRUE
1,8,28,1,101,1,TRUE
1,8,29,7,60,7,TRUE
1,8,30,5,89,5,TRUE
1,8,32,5,55,5,TRUE
1,8,36,11,52,11,TRUE
1,8,38,2,59,2,TRUE
1,8,39,8,70,8,TRUE
1,8,40,1,58,1,TRUE
1,8,41,4,69,4,TRUE
1,8,56,4,64,4,TRUE
1,8,57,6,72,6,TRUE
1,8,61,4,76,4,TRUE
1,8,65,10,66,10,TRUE
1,8,67,1,110,1,TRUE
1,8,71,8,114,8,TRUE
1,8,74,2,87,2,TRUE
1,8,75,5,97,5,TRUE
1,8,79,4,90,4,TRUE
1,8,81,3,126,3,TRUE
1,8,82,5,119,5,TRUE
1,8,83,10,95,10,TRUE
1,8,86,4,88,4,TRUE
1,8,91,8,117,8,TRUE
1,8,93,1,96,1,TRUE
1,8,98,9,116,9,TRUE
1,8,103,3,106,3,TRUE
1,8,113,9,124,9,TRUE
1,8,118,5,127,5,TRUE
1,8,121,2,123,2,TRUE
1,9,2,7,78,7,TRUE
1,9,3,10,35,10,TRUE
1,9,7,10,31,10,TRUE
1,9,8,11,52,11,TRUE
1,9,9,6,17,6,TRUE
1,9,10,10,48,10,TRUE
1,9,11,7,47,7,TRUE
1,9,14,2,123,2,TRUE
1,9,15,7,16,7,TRUE
1,9,18,9,85,9,TRUE
1,9,19,7,128,7,TRUE
1,9,20,5,55,5,TRUE
1,9,21,1,28,1,TRUE
1,9,22,2,33,2,TRUE
1,9,24,9,98,9,TRUE
1,9,25,8,71,8,TRUE
1,9,29,7,107,7,TRUE
1,9,30,5,111,5,TRUE
1,9,32,5,118,5,TRUE
1,9,34,8,114,8,TRUE
1,9,36,11,108,11,TRUE
1,9,38,2,121,2,TRUE
1,9,41,4,42,4,TRUE
1,9,43,4,76,4,TRUE
1,9,44,3,106,3,TRUE
1,9,45,3,80,3,TRUE
1,9,46,3,100,3,TRUE
1,9,49,6,57,6,TRUE
1,9,50,5,119,5,TRUE
1,9,51,11,105,11,TRUE
1,9,54,10,83,10,TRUE
1,9,56,4,62,4,TRUE
1,9,59,2,74,2,TRUE
1,9,60,7,73,7,TRUE
1,9,61,4,129,4,TRUE
1,9,63,5,82,5,TRUE
1,9,66,10,104,10,TRUE
1,9,68,2,87,2,TRUE
1,9,69,4,86,4,TRUE
1,9,72,6,77,6,TRUE
1,9,75,5,127,5,TRUE
1,9,79,4,88,4,TRUE
1,9,81,3,103,3,TRUE
1,9,84,9,113,9,TRUE
1,9,89,5,97,5,TRUE
1,9,93,1,109,1,TRUE
1,9,102,10,120,10,TRUE
1,9,110,1,112,1,TRUE
1,9,115,9,125,9,TRUE
1,9,116,9,124,9,TRUE
1,9,117,8,130,8,TRUE
1,10,1,8,91,8,TRUE
1,10,2,7,60,7,TRUE
1,10,4,11,51,11,TRUE
1,10,5,9,116,9,TRUE
1,10,6,9,115,9,TRUE
1,10,7,10,66,10,TRUE
1,10,8,11,37,11,TRUE
1,10,9,6,49,6,TRUE
1,10,10,10,35,10,TRUE
1,10,11,7,73,7,TRUE
1,10,12,3,81,3,TRUE
1,10,13,8,70,8,TRUE
1,10,15,7,128,7,TRUE
1,10,17,6,57,6,TRUE
1,10,20,5,89,5,TRUE
1,10,21,1,93,1,TRUE
1,10,22,2,68,2,TRUE
1,10,23,11,36,11,TRUE
1,10,25,8,34,8,TRUE
1,10,26,1,110,1,TRUE
1,10,27,2,33,2,TRUE
1,10,28,1,112,1,TRUE
1,10,29,7,78,7,TRUE
1,10,31,10,54,10,TRUE
1,10,38,2,99,2,TRUE
1,10,39,8,117,8,TRUE
1,10,40,1,109,1,TRUE
1,10,41,4,90,4,TRUE
1,10,42,4,64,4,TRUE
1,10,43,4,56,4,TRUE
1,10,44,3,100,3,TRUE
1,10,46,3,103,3,TRUE
1,10,47,7,107,7,TRUE
1,10,48,10,104,10,TRUE
1,10,50,5,97,5,TRUE
1,10,52,11,105,11,TRUE
1,10,53,2,121,2,TRUE
1,10,55,5,111,5,TRUE
1,10,58,1,101,1,TRUE
1,10,61,4,62,4,TRUE
1,10,63,5,119,5,TRUE
1,10,65,10,83,10,TRUE
1,10,67,1,96,1,TRUE
1,10,71,8,92,8,TRUE
1,10,79,4,129,4,TRUE
1,10,80,3,126,3,TRUE
1,10,94,11,108,11,TRUE
1,10,95,10,120,10,TRUE
1,10,98,9,124,9,TRUE
1,10,114,8,130,8,TRUE
1,10,122,2,123,2,TRUE
1,11,1,8,25,8,TRUE
1,11,3,10,10,10,TRUE
1,11,5,9,85,9,TRUE
1,11,6,9,113,9,TRUE
1,11,8,11,94,11,TRUE
1,11,9,6,17,6,TRUE
1,11,12,3,103,3,TRUE
1,11,14,2,68,2,TRUE
1,11,15,7,19,7,TRUE
1,11,16,7,47,7,TRUE
1,11,18,9,84,9,TRUE
1,11,20,5,82,5,TRUE
1,11,21,1,58,1,TRUE
1,11,23,11,108,11,TRUE
1,11,24,9,116,9,TRUE
1,11,26,1,93,1,TRUE
1,11,30,5,127,5,TRUE
1,11,31,10,104,10,TRUE
1,11,32,5,111,5,TRUE
1,11,33,2,59,2,TRUE
1,11,34,8,39,8,TRUE
1,11,35,10,102,10,TRUE
1,11,37,11,51,11,TRUE
1,11,40,1,67,1,TRUE
1,11,41,4,62,4,TRUE
1,11,42,4,69,4,TRUE
1,11,43,4,79,4,TRUE
1,11,44,3,81,3,TRUE
1,11,45,3,106,3,TRUE
1,11,46,3,126,3,TRUE
1,11,48,10,83,10,TRUE
1,11,49,6,57,6,TRUE
1,11,53,2,123,2,TRUE
1,11,56,4,76,4,TRUE
1,11,63,5,89,5,TRUE
1,11,64,4,88,4,TRUE
1,11,70,8,92,8,TRUE
1,11,71,8,91,8,TRUE
1,11,72,6,77,6,TRUE
1,11,73,7,128,7,TRUE
1,11,74,2,122,2,TRUE
1,11,75,5,118,5,TRUE
1,11,78,7,107,7,TRUE
1,11,80,3,100,3,TRUE
1,11,86,4,90,4,TRUE
1,11,87,2,99,2,TRUE
1,11,96,1,101,1,TRUE
1,11,97,5,119,5,TRUE
1,11,98,9,115,9,TRUE
1,11,124,9,125,9,TRUE
1,12,1,8,70,8,TRUE
1,12,2,7,29,7,TRUE
1,12,3,10,102,10,TRUE
1,12,4,11,105,11,TRUE
1,12,6,9,125,9,TRUE
1,12,7,10,35,10,TRUE
1,12,10,10,95,10,TRUE
1,12,11,7,60,7,TRUE
1,12,12,3,100,3,TRUE
1,12,13,8,92,8,TRUE
1,12,15,7,47,7,TRUE
1,12,16,7,19,7,TRUE
1,12,17,6,77,6,TRUE
1,12,18,9,98,9,TRUE
1,12,20,5,75,5,TRUE
1,12,22,2,38,2,TRUE
1,12,23,11,52,11,TRUE
1,12,26,1,40,1,TRUE
1,12,27,2,59,2,TRUE
1,12,28,1,58,1,TRUE
1,12,30,5,63,5,TRUE
1,12,31,10,48,10,TRUE
1,12,32,5,119,5,TRUE
1,12,34,8,91,8,TRUE
1,12,36,11,51,11,TRUE
1,12,37,11,108,11,TRUE
1,12,41,4,88,4,TRUE
1,12,42,4,90,4,TRUE
1,12,43,4,129,4,TRUE
1,12,44,3,80,3,TRUE
1,12,45,3,81,3,TRUE
1,12,46,3,106,3,TRUE
1,12,50,5,82,5,TRUE
1,12,53,2,122,2,TRUE
1,12,54,10,65,10,TRUE
1,12,55,5,89,5,TRUE
1,12,56,4,69,4,TRUE
1,12,61,4,64,4,TRUE
1,12,62,4,86,4,TRUE
1,12,66,10,83,10,TRUE
1,12,68,2,74,2,TRUE
1,12,71,8,130,8,TRUE
1,12,73,7,78,7,TRUE
1,12,76,4,79,4,TRUE
1,12,84,9,115,9,TRUE
1,12,87,2,121,2,TRUE
1,12,93,1,101,1,TRUE
1,12,96,1,112,1,TRUE
1,12,97,5,118,5,TRUE
1,12,103,3,126,3,TRUE
1,12,104,10,120,10,TRUE
1,12,107,7,128,7,TRUE
1,12,109,1,110,1,TRUE
1,12,111,5,127,5,TRUE
1,12,114,8,117,8,TRUE
1,13,1,8,34,8,TRUE
1,13,2,7,11,7,TRUE
1,13,3,10,54,10,TRUE
1,13,4,11,8,11,TRUE
1,13,5,9,125,9,TRUE
1,13,6,9,116,9,TRUE
1,13,7,10,65,10,TRUE
1,13,9,6,57,6,TRUE
1,13,12,3,80,3,TRUE
1,13,13,8,39,8,TRUE
1,13,14,2,38,2,TRUE
1,13,15,7,29,7,TRUE
1,13,16,7,60,7,TRUE
1,13,17,6,72,6,TRUE
1,13,18,9,24,9,TRUE
1,13,19,7,107,7,TRUE
1,13,20,5,32,5,TRUE
1,13,21,1,109,1,TRUE
1,13,22,2,74,2,TRUE
1,13,23,11,94,11,TRUE
1,13,25,8,114,8,TRUE
1,13,26,1,101,1,TRUE
1,13,27,2,53,2,TRUE
1,13,28,1,67,1,TRUE
1,13,30,5,50,5,TRUE
1,13,31,10,83,10,TRUE
1,13,33,2,121,2,TRUE
1,13,35,10,95,10,TRUE
1,13,37,11,105,11,TRUE
1,13,40,1,96,1,TRUE
1,13,41,4,64,4,TRUE
1,13,42,4,86,4,TRUE
1,13,43,4,69,4,TRUE
1,13,45,3,46,3,TRUE
1,13,49,6,77,6,TRUE
1,13,51,11,108,11,TRUE
1,13,55,5,75,5,TRUE
1,13,56,4,129,4,TRUE
1,13,58,1,112,1,TRUE
1,13,59,2,87,2,TRUE
1,13,61,4,79,4,TRUE
1,13,62,4,76,4,TRUE
1,13,63,5,97,5,TRUE
1,13,68,2,122,2,TRUE
1,13,70,8,71,8,TRUE
1,13,81,3,106,3,TRUE
1,13,82,5,89,5,TRUE
1,13,84,9,124,9,TRUE
1,13,85,9,98,9,TRUE
1,13,88,4,90,4,TRUE
1,13,91,8,130,8,TRUE
1,13,92,8,117,8,TRUE
1,13,93,1,110,1,TRUE
1,13,99,2,123,2,TRUE
1,13,100,3,126,3,TRUE
1,13,102,10,104,10,TRUE
1,13,111,5,118,5,TRUE
1,13,113,9,115,9,TRUE
1,14,1,8,13,8,TRUE
1,14,2,7,15,7,TRUE
1,14,3,10,31,10,TRUE
1,14,4,11,23,11,TRUE
1,14,5,9,124,9,TRUE
1,14,7,10,48,10,TRUE
1,14,8,11,36,11,TRUE
1,14,9,6,77,6,TRUE
1,14,10,10,120,10,TRUE
1,14,11,7,29,7,TRUE
1,14,12,3,106,3,TRUE
1,14,14,2,87,2,TRUE
1,14,16,7,73,7,TRUE
1,14,17,6,57,6,TRUE
1,14,19,7,78,7,TRUE
1,14,20,5,30,5,TRUE
1,14,21,1,26,1,TRUE
1,14,24,9,113,9,TRUE
1,14,25,8,70,8,TRUE
1,14,27,2,123,2,TRUE
1,14,28,1,40,1,TRUE
1,14,32,5,50,5,TRUE
1,14,33,2,74,2,TRUE
1,14,34,8,92,8,TRUE
1,14,35,10,65,10,TRUE
1,14,38,2,68,2,TRUE
1,14,39,8,130,8,TRUE
1,14,42,4,129,4,TRUE
1,14,43,4,88,4,TRUE
1,14,44,3,126,3,TRUE
1,14,45,3,103,3,TRUE
1,14,46,3,81,3,TRUE
1,14,47,7,128,7,TRUE
1,14,49,6,72,6,TRUE
1,14,52,11,108,11,TRUE
1,14,53,2,99,2,TRUE
1,14,54,10,66,10,TRUE
1,14,55,5,119,5,TRUE
1,14,58,1,96,1,TRUE
1,14,60,7,107,7,TRUE
1,14,61,4,90,4,TRUE
1,14,63,5,118,5,TRUE
1,14,64,4,69,4,TRUE
1,14,67,1,109,1,TRUE
1,14,75,5,89,5,TRUE
1,14,76,4,86,4,TRUE
1,14,82,5,127,5,TRUE
1,14,84,9,85,9,TRUE
1,14,91,8,114,8,TRUE
1,14,94,11,105,11,TRUE
1,14,95,10,102,10,TRUE
1,14,98,9,125,9,TRUE
1,14,101,1,112,1,TRUE
1,14,121,2,122,2,TRUE
1,15,1,8,130,8,TRUE
1,15,2,7,128,7,TRUE
1,15,3,10,7,10,TRUE
1,15,4,11,36,11,TRUE
1,15,5,9,6,9,TRUE
1,15,8,11,108,11,TRUE
1,15,9,6,72,6,TRUE
1,15,10,10,31,10,TRUE
1,15,11,7,78,7,TRUE
1,15,12,3,44,3,TRUE
1,15,13,8,71,8,TRUE
1,15,14,2,122,2,TRUE
1,15,15,7,60,7,TRUE
1,15,16,7,107,7,TRUE
1,15,17,6,49,6,TRUE
1,15,18,9,124,9,TRUE
1,15,19,7,29,7,TRUE
1,15,20,5,119,5,TRUE
1,15,21,1,67,1,TRUE
1,15,22,2,27,2,TRUE
1,15,23,11,105,11,TRUE
1,15,24,9,115,9,TRUE
1,15,25,8,91,8,TRUE
1,15,26,1,112,1,TRUE
1,15,28,1,93,1,TRUE
1,15,30,5,55,5,TRUE
1,15,32,5,63,5,TRUE
1,15,33,2,38,2,TRUE
1,15,34,8,117,8,TRUE
1,15,35,10,83,10,TRUE
1,15,37,11,94,11,TRUE
1,15,39,8,92,8,TRUE
1,15,40,1,101,1,TRUE
1,15,41,4,76,4,TRUE
1,15,42,4,43,4,TRUE
1,15,45,3,126,3,TRUE
1,15,46,3,80,3,TRUE
1,15,47,7,73,7,TRUE
1,15,48,10,120,10,TRUE
1,15,50,5,75,5,TRUE
1,15,51,11,52,11,TRUE
1,15,53,2,59,2,TRUE
1,15,54,10,95,10,TRUE
1,15,56,4,90,4,TRUE
1,15,57,6,77,6,TRUE
1,15,58,1,110,1,TRUE
1,15,61,4,88,4,TRUE
1,15,62,4,129,4,TRUE
1,15,64,4,86,4,TRUE
1,15,65,10,104,10,TRUE
1,15,66,10,102,10,TRUE
1,15,68,2,99,2,TRUE
1,15,69,4,79,4,TRUE
1,15,70,8,114,8,TRUE
1,15,74,2,121,2,TRUE
1,15,81,3,106,3,TRUE
1,15,82,5,111,5,TRUE
1,15,84,9,98,9,TRUE
1,15,85,9,116,9,TRUE
1,15,87,2,123,2,TRUE
1,15,89,5,118,5,TRUE
1,15,96,1,109,1,TRUE
1,15,97,5,127,5,TRUE
1,15,100,3,103,3,TRUE
1,15,113,9,125,9,TRUE
